LLR,prediction,true_label
-26.741949804160008,0,0.0
-31.590421954035072,0,0.0
-16.104956965714482,0,0.0
-33.29026779491144,0,0.0
-40.02207872290253,0,0.0
-28.629183246080405,0,0.0
-21.30315065449087,0,0.0
-38.60088499330395,0,0.0
-32.83841876962961,0,0.0
-37.115186276463916,0,0.0
-24.656946716566104,0,0.0
-30.052368155783114,0,0.0
-22.055932781614317,0,0.0
-12.697201295026462,0,0.0
-27.71504325607802,0,0.0
-20.98964037728308,0,0.0
-16.26709311257041,0,0.0
-20.398904362143973,0,0.0
-16.85324422580362,0,0.0
-26.96886240898438,0,0.0
-21.539147579546103,0,0.0
-32.528815602093346,0,0.0
-37.87660791307606,0,0.0
-29.36270825583494,0,0.0
-18.882944476842226,0,0.0
-27.16258150205385,0,0.0
-17.565200534631103,0,0.0
-22.409877693271678,0,0.0
-14.011595206825074,0,0.0
-37.55408870662424,0,0.0
-23.621929539425174,0,0.0
-28.763261105493562,0,0.0
-23.29196378821015,0,0.0
-23.44331022557155,0,0.0
-27.40819996263359,0,0.0
-32.66204594899395,0,0.0
-24.12894221204227,0,0.0
-49.90038003013412,0,0.0
-25.75138221186171,0,0.0
-31.884039386385332,0,0.0
-24.895341908758475,0,0.0
-27.98552485762368,0,0.0
-17.211780134463257,0,0.0
-20.82725036502824,0,0.0
-25.32824219975261,0,0.0
-20.492337682092035,0,0.0
-28.36341952557755,0,0.0
-34.491107250858164,0,0.0
-28.041043238378435,0,0.0
-27.289294537024134,0,0.0
-39.32596346456995,0,0.0
-24.768657582426624,0,0.0
-18.266381608828777,0,0.0
-27.67134727963714,0,0.0
-28.475795978585673,0,0.0
-31.423239748460723,0,0.0
-22.70241845356005,0,0.0
-32.37115423312776,0,0.0
-21.15981527823206,0,0.0
-38.28821060920482,0,0.0
-31.140831793970918,0,0.0
-30.435109352062387,0,0.0
-25.659490758128463,0,0.0
-24.096623496733457,0,0.0
-11.495772882530819,0,0.0
-27.870408653650124,0,0.0
-31.722449390013885,0,0.0
-26.54607094986185,0,0.0
-21.893699034293082,0,0.0
-31.48494052261043,0,0.0
-32.39724657935277,0,0.0
-32.4597946440404,0,0.0
-37.65057114409084,0,0.0
-26.743540015589485,0,0.0
-27.141187105601603,0,0.0
-34.11055388750222,0,0.0
-36.630399136903456,0,0.0
-29.11146630843363,0,0.0
-30.825006068940176,0,0.0
-25.78674460233063,0,0.0
-32.8439063915286,0,0.0
-27.690730573945668,0,0.0
-29.586043911358836,0,0.0
-22.377405008354728,0,0.0
-16.708396455985067,0,0.0
-32.83960800513117,0,0.0
-16.875141058201788,0,0.0
-29.624162001760553,0,0.0
-28.69317258904651,0,0.0
