P_hotspot,prediction,true_label
4.440939913829972e-10,0,0.0
8.754169965876216e-14,0,0.0
7.610060006792369e-12,0,0.0
4.1669735783097103e-13,0,0.0
2.9393238528661276e-15,0,0.0
4.0926768672029534e-11,0,0.0
5.824363340305457e-10,0,0.0
3.563647496843272e-13,0,0.0
6.148143484756124e-17,0,0.0
1.4612706261409962e-15,0,0.0
4.8223858383961557e-17,0,0.0
8.003856685654585e-14,0,0.0
2.844449298394899e-13,0,0.0
1.1988658328893598e-10,0,0.0
1.7603842917697153e-20,0,0.0
2.059136600609979e-14,0,0.0
1.1534622814775806e-08,0,0.0
1.9293261419553756e-15,0,0.0
4.764636694884582e-13,0,0.0
9.01434056393582e-14,0,0.0
1.6703655112314208e-09,0,0.0
1.6767753083886913e-15,0,0.0
1.6527399497184414e-18,0,0.0
7.06401479524939e-14,0,0.0
7.761037621517615e-17,0,0.0
2.689456073388264e-16,0,0.0
1.9845612163541496e-17,0,0.0
6.198303565576567e-15,0,0.0
1.5314681972509096e-15,0,0.0
2.4997473819305242e-09,0,0.0
8.005772577184993e-19,0,0.0
4.131153529099015e-15,0,0.0
8.564615875043552e-14,0,0.0
1.2733139823090739e-08,0,0.0
2.3421720971952277e-14,0,0.0
2.1381772934811812e-13,0,0.0
6.062032793641223e-13,0,0.0
9.640264088565531e-18,0,0.0
4.9320275429531565e-08,0,0.0
8.254742229048418e-12,0,0.0
1.844660465749253e-16,0,0.0
1.896370407866401e-12,0,0.0
8.808443230204856e-08,0,0.0
6.99136700031858e-13,0,0.0
1.2480106823298443e-12,0,0.0
1.9263402847860877e-14,0,0.0
1.5567505132630213e-12,0,0.0
8.120098700189955e-15,0,0.0
1.93001299207292e-15,0,0.0
2.0012535818870771e-13,0,0.0
8.657598662303599e-13,0,0.0
8.297146125612783e-22,0,0.0
1.158035704212455e-13,0,0.0
2.300604453637378e-12,0,0.0
2.70588873207093e-14,0,0.0
9.44682263666379e-16,0,0.0
4.6596240484731936e-07,0,0.0
2.2758683562631223e-12,0,0.0
1.3766868914119344e-10,0,0.0
5.810065424219818e-15,0,0.0
